"gene","avg_rank","rank_variance"
"MYC",205.538794538795,48910.2066057416
"MAPK8",208.223776223776,5918.71606341693
"SPRTN",208.340326340326,3541.99872967361
"PCNA",209.29304029304,25360.0246917196
"NFKB1",210.10989010989,6021.56287017446
"ASPM",212.40959040959,7015.62365216396
"ALB",215.538461538462,2408.43447957772
"XIRP2",215.782217782218,5357.09112939026
"CENPE",216.967365967366,8736.78907457189
"CAV1",217.820845820846,56643.8573001504
"G3BP1",221.620046620047,6110.25965129696
"SKA3",222.841491841492,4017.80164893956
"PDZK1",222.928737928738,43853.3533477404
"WHRN",224.305694305694,5641.39819208107
"ORC5",224.80352980353,2555.75152651035
"DPYSL2",226.152847152847,1844.70581051194
"BRCA2",229.028305028305,3990.41192340859
"PPFIA3",229.395271395271,9092.28641334238
"ESPNL",229.949383949384,6008.63367966699
"SIRT1",230.727938727939,4380.58718385767
"LRP6",230.792207792208,3391.77826038053
"WDR76",232.707958707959,12336.7204796092
"SPECC1",233.208458208458,1220.10509832162
"CD9",233.428904428904,9481.10778517507
"POLD1",238.888111888112,2252.09673737322
"KRT8",240.148518148518,22423.4749370106
"ORC1",241.861138861139,4037.8251482029
"JAM3",242.941058941059,4992.90425297554
"MAD2L1",243.706626706627,1529.55114527933
"PAK2",244.343656343656,6123.08172773263
"SYN1",244.673992673993,2252.30374378009
"LYN",245.161505161505,4681.61847768044
"ANAPC5",245.575091575092,4364.90466917049
"ERBB4",246.450882450882,7638.50016827499
"GRIN2B",246.962370962371,5234.0382238237
"PPFIA2",247.149517149517,1894.4496558294
"BAIAP2",247.414252414252,9982.52454030535
"CARMIL1",247.697302697303,5183.47763096331
"TUBA1A",248.228105228105,19991.8576775212
"RECQL4",249.074925074925,2430.78618982616
"RACK1",249.561438561439,28976.9604978632
"SLCO6A1",249.727605727606,9067.75855479187
"VAMP3",250.537795537796,7539.99882085492
"MCM8",252.353313353313,3754.7795251606
"PAK1",253.453546453546,2903.6876314891
"TOP2A",254.928737928738,5538.64182209086
"DPYSL3",256.708291708292,27943.6137453486
"CDK5R1",256.726606726607,9414.46120723602
"PPP2CB",260.007992007992,8933.54890346163
"SLC18A3",260.966366966367,8602.04183979467
"ANPEP",263.194472194472,4294.7149994132
"CSNK1A1",263.208125208125,18731.9216927865
"ORC2",263.90342990343,5564.23783966422
"TWF2",263.963702963703,10224.1855575027
"NUDCD1",267.261072261072,13763.6686606753
"PAFAH1B1",269.894771894772,13250.9029806525
"WWP2",272.224109224109,7028.55635392811
"RRM2",272.880452880453,6628.00535728983
"CLSPN",275.869130869131,32124.2150461131
"UBR5",276.176823176823,7208.81982241609
"ORC3",279.012321012321,13735.986856803
"EPB41L3",279.20646020646,30499.2145218761
"SPECC1L",280.308358308358,5337.68103271368
"YWHAQ",281.612387612388,10147.2327845372
"PPP2R5C",284.225441225441,5085.98280356108
"MYO7A",284.69363969364,22767.8594765217
"NTRK2",284.704628704629,2927.24417243871
"UBE2S",284.94005994006,9562.13831138881
"TUBA1B",287.320679320679,6445.7675502379
"TUBGCP3",287.672993672994,3584.83573610489
"NCKAP1",294.181818181818,3653.34534552722
"UNC13B",294.328338328338,5017.77157175492
"VTN",294.689310689311,3783.39411288245
"TUBB4B",295.260739260739,11883.3806932574
"ATR",297.510156510156,10825.1593738263
"TUBGCP2",297.957042957043,2352.38955980728
"HSPG2",298.084249084249,3083.49423217245
"ATP12A",298.204129204129,14408.8194099926
"HUWE1",300.701298701299,11787.404085588
"PCGF1",300.74025974026,9906.5900741497
"ERBB3",301.024309024309,5498.4814208665
"ATP1B3",301.534798534799,15802.4160937885
"UBE2L3",302.911754911755,10652.4329164063
"GINS2",302.934065934066,23911.565271504
"CUL4A",303.433899433899,17961.534186888
"PLS1",304.722610722611,18587.4943153671
"ABCC4",306.067266067266,18399.104734262
"DMD",308.712620712621,12506.8877387325
"GRXCR2",308.937062937063,22755.4953713841
"PDLIM5",309.718947718948,6280.7017960942
"ABCC9",309.97668997669,16159.75295413
"EPS8",310.196137196137,38532.1110843409
"SCARB1",310.599400599401,13044.100959001
"EPS8L2",310.969030969031,19712.9067687809
"GINS3",315.108225108225,5247.18648462353
"NOTCH1",315.962370962371,19793.5105755892
"KRT1",316.653346653347,20342.4177661113
"NGFR",319.941391941392,6811.00389239896
"ATP1B1",320.4662004662,14391.364863207
"SMURF1",321.624708624709,5615.14658448369
"PLEC",322.213786213786,15563.2607425885
"GIT1",323.892107892108,4060.61793569522
"DYNLL1",324.151515151515,14660.7775018674
"PRICKLE4",324.376623376623,3095.32213156597
"RNF43",325.694638694639,18400.7218466632
"TUBB2B",326.145854145854,22946.8874469967
"RAB3A",326.349983349983,5825.02903647541
"EHBP1",326.355644355644,6569.20192266095
"VDAC1",326.981351981352,12217.906380983
"DYNC1I2",329.41625041625,19519.6701155828
"ITGA5",332.161838161838,10086.6553453209
"SMTNL2",332.502164502164,23390.6957814559
"CDH2",334.0999000999,7750.92272817123
"MYO1A",334.426573426573,8330.1873948836
"UBE2I",335.560772560773,48482.177767824
"RTN4R",337.431901431901,8773.22745631007
"CDKN2A",341.310023310023,47372.6396963019
"TUBGCP6",341.310689310689,2982.56000228952
"CDC7",341.447219447219,11920.9588222127
"CKS1B",341.809190809191,9217.55551843227
"MAG",342.624375624376,7292.08137764967
"EGF",344.32967032967,38290.1904151811
"EHBP1L1",345.142524142524,5322.83710848334
"CCNE1",345.145188145188,21026.3453357657
"TUBB2A",345.164502164502,6147.36466886434
"PDLIM4",347.352647352647,5317.90857643356
"DLG2",348.437229437229,12291.7491398231
"NRP2",350.973692973693,9316.75713582442
"TIMELESS",353.486846486847,8412.77022999208
"RIMS1",354.10656010656,27048.5469356315
"DVL1",354.718947718948,61892.5538946951
"ATP2A2",355.419913419913,22441.2576579539
"DNAJC5",356.233766233766,3593.37504866885
"LRWD1",356.400599400599,5475.6892334847
"KDR",356.8334998335,18407.4419553354
"MME",357.339993339993,5042.12653790802
"LDB3",357.815184815185,9584.48981598016
"TUBGCP5",360.234765234765,1823.37491356079
"RHOB",360.698967698968,12102.7467910726
"ATP1A3",361.234432234432,27524.975669456
"CCNB2",361.934731934732,20021.0870111456
"KRT19",361.996003996004,14521.195853447
"KPNB1",362.834165834166,8778.93851252012
"SMARCA5",363.797868797869,11151.870188661
"ORC4",363.973026973027,18772.6391789423
"UBE3A",364.219447219447,9530.98280622331
"INPPL1",364.55044955045,21286.1742527958
"WDHD1",364.734598734599,4507.640731243
"SLC17A7",368.429903429903,17648.2345085516
"CHEK2",368.991341991342,5344.74542801192
"CAV3",369.313686313686,9504.54980262908
"LIMD1",372.293373293373,15530.5411519416
"TPRN",372.841491841492,66090.0701366144
"TARDBP",373.323343323343,10477.8297913501
"FSCN2",374.331002331002,39207.6892017598
"L1CAM",376.162837162837,28306.3189116014
"TUBGCP4",376.351981351981,1520.17220376781
"BIRC5",376.419247419247,3128.83050216495
"CDK3",378.431235431235,16929.618437747
"KPNA2",379.06993006993,13775.2242887026
"SLC18A2",379.784881784882,22974.427392949
"FBN1",382.921411921412,15262.8932222563
"ABCC8",386.228438228438,30249.3135547553
"MMP2",386.353646353646,14833.7276574192
"TOPBP1",387.483849483849,3234.35175439706
"PPFIBP1",389.022311022311,11140.9685227054
"CDK6",390.385614385614,6955.47217139955
"CHD4",390.90675990676,11633.2384719433
"DNAH5",391.441225441225,24130.7462945671
"CEP170",391.512154512154,20019.217290593
"PDLIM3",393.671328671329,5269.9948705525
"FBLN2",394.044622044622,12847.2378483165
"CCNA1",395.349317349317,60531.4985230182
"ACE2",395.42624042624,44457.1760200714
"SLC1A5",395.581418581419,25097.6618398257
"USP9X",396.752247752248,10880.339664333
"ATP1B2",397.532800532801,15890.1923781304
"PDLIM1",397.546786546787,13407.4550887709
"ARHGEF7",398.038961038961,32438.5071424245
"TIPIN",398.062271062271,7308.05774660605
"TSG101",398.751248751249,35896.4947311183
"CCNF",399.86346986347,4056.98135331247
"CNOT1",400.217782217782,4348.66674564609
"AREG",401.672327672328,17470.9618822217
"CPLX1",403.36297036297,15318.5850640587
"MCM9",405.262071262071,10723.9622751222
"PAK3",405.827505827506,3647.02020253786
"FGF2",408.800532800533,60303.4348831271
"RPS16",408.832500832501,3597.93562555588
"SMTNL1",410.966366966367,6237.10979449154
"KRT13",412.927738927739,26172.9438105754
"FES",414.744588744589,6667.31548952935
"AGER",415.209457209457,13227.0443875467
"CNOT6L",415.657342657343,17215.8635594918
"SLC3A2",416.119547119547,11756.8221460973
"IFI16",417.100233100233,14669.6784909516
"CENPU",417.545454545455,20933.4791956877
"NEDD1",417.749916749917,8620.18493920026
"FOXM1",418.846153846154,12092.9809870343
"PDLIM2",419.990342990343,7126.73175214748
"DPYSL4",420.024309024309,12668.2708945507
"A2M",420.255411255411,11009.6099598824
"RET",421.363969363969,3996.81118637081
"PSEN1",421.782217782218,17252.1970587707
"DSP",422.235431235431,26746.3879247557
"NME7",423.110223110223,5923.61576154248
"ABCA2",423.719613719614,28757.8454079787
"CENPA",426.898101898102,2087.43598240534
"ORC6",427.112221112221,26882.5573555913
"FGF1",427.625041625042,15981.5562281378
"SMARCB1",428.081585081585,15600.1389112775
"CAND1",429.115218115218,5195.72755980418
"SYP",431.154845154845,4322.18554197302
"SIRT2",431.993672993673,26449.1235442328
"PTPRF",432.163503163503,22689.6005063114
"YWHAG",434.693972693973,47656.5515526002
"KRT78",434.778554778555,27087.3310256255
"SCN2A",434.955710955711,24432.5020351623
"E2F1",435.601731601732,50719.6727751485
"CSNK2A1",435.998334998335,59143.1269126166
"SEMA3A",437.072927072927,29198.0050063195
"SFN",438.610722610723,61791.2331561399
"KRT31",439.38628038628,22782.8007710699
"SYN3",439.950382950383,25938.3109950232
"FLT1",440.886113886114,5932.9617091769
"KRT6A",441.831501831502,39174.5831911815
"ARTN",441.960372960373,13910.7515937316
"ATP1A4",442.168831168831,22212.3675558286
"POU5F1",443.527472527473,8465.17671003214
"VCL",444.306693306693,78921.1740624465
"KIT",444.519813519814,5545.31897771338
"DNAL1",444.641025641026,25250.4493756299
"LRR1",444.893106893107,3178.25405973107
"RRP1B",446.022311022311,3013.8825800005
"DNA2",448.242757242757,13549.367098591
"KNL1",451.098568098568,39692.553905344
"KRT6B",452.974691974692,31433.0326704164
"KRT80",453.272394272394,26030.9997273435
"NRCAM",454.030969030969,1922.74754159897
"ABCB8",454.529470529471,22487.3644709721
"DNAH3",454.903762903763,33519.7145861023
"DCAF1",456.344655344655,23254.8781751227
"CENPJ",456.874125874126,18152.4818186477
"KRT3",460.086913086913,22918.326554192
"MMP9",460.436896436896,1713.75376145063
"RAN",461.505494505494,995.165442818341
"CACNA1B",462.415251415251,22795.6439645187
"DNAI2",463.576423576424,44422.4114626213
"LAMA1",464.511821511821,25641.7296236963
"RHOD",465.045954045954,7444.29102543027
"CXCL12",465.141525141525,17017.978298406
"MAPK9",465.672660672661,31030.6546387213
"USP37",466.751914751915,19045.7229102232
"CCND3",467.663003663004,7084.0076481369
"SLC7A11",469.757575757576,5886.5341489512
"PSMA6",471.285381285381,26253.8562385871
"KRT26",472.158841158841,26141.6992780704
"KRT15",472.737928737929,22176.7290972408
"DBF4",473.837495837496,10580.7617248397
"PPP2R2D",474.706626706627,22476.9755290235
"WDR62",476.81351981352,2599.79132947887
"FBLN1",477.461538461538,60777.0640598575
"ZWINT",477.805860805861,2351.81139801793
"NRG1",477.953712953713,13048.2400286811
"NEK2",478.134199134199,18732.964995919
"MIS12",480.250749250749,2287.29586469493
"PTPRC",480.812853812854,21893.2767567764
"KRT33B",481.031635031635,21865.7461674457
"CDK5RAP2",487.256743256743,4450.04631943673
"GINS1",487.281052281052,37050.2547607844
"SLC7A5",488.16983016983,8200.09240060406
"KRT79",489.297702297702,26054.8573797954
"LAMC3",489.331335331335,18777.0224254981
"PLXNB1",489.565101565102,5403.4663633058
"KRT9",491.418914418914,23097.3514342642
"TUBG1",492.001998001998,25236.5849393777
"DNAH8",492.668664668665,37752.2642642723
"NR2C2",493.091575091575,33044.7954086775
"CLU",493.374958374958,47096.0272474583
"RHOC",493.861804861805,9860.77136876004
"ATRIP",493.870462870463,6147.35396737395
"GADD45B",494.232767232767,21239.710291707
"SUPT16H",494.618048618049,10624.9789812675
"PPP1CC",494.879786879787,20057.9798811005
"DNAH17",495.448884448884,37119.5685888617
"ERV3-1",495.72360972361,27612.5138561195
"CRMP1",495.874125874126,2646.33991325131
"ATP1A2",497.2664002664,25579.9276748124
"PLXNB2",497.701964701965,17878.7422579641
"EIF4G1",498.501831501831,46571.730426358
"WNT3A",499.235431235431,1861.38326119805
"RRM2B",499.62370962371,32139.0089246751
"REPIN1",500.92673992674,19040.399694465
"KRT14",502.319347319347,26412.1294956432
"DNAI7",503.070263070263,20107.1326364065
"NOX1",505.728604728605,30507.8220562471
"RNF31",506.331335331335,9600.00243882256
"SPHK1",506.5670995671,19485.9937473142
"CACNA1A",507.590742590743,29826.6988749647
"FZD5",508.114885114885,24126.8398949485
"ABCG8",509.2664002664,16051.47730839
"FXYD1",509.669996669997,15403.3930601932
"TRADD",511.768897768898,15629.1630962863
"PRNP",512.461538461538,7802.14067544714
"GFRA3",515.698301698302,7119.24339151854
"CSTF1",515.988344988345,28832.6431019569
"CASP9",516.88677988678,20045.6520670092
"ABCB6",516.935730935731,15512.5031965592
"ACAN",516.936063936064,31292.6701280066
"DNAH2",518.132867132867,31715.379075954
"SLBP",519.531801531802,7793.09917153688
"KRT28",520.126873126873,21835.0455234306
"MDC1",520.46386946387,87398.4299899523
"PLG",521.618714618715,8777.81293412339
"TSPOAP1",522.132867132867,7586.31178747968
"DLGAP5",523.107559107559,22649.0480541
"ABCD4",523.250749250749,15330.7055915437
"FARP2",523.30636030636,27546.2692033705
"SMTN",523.670662670663,48462.2509278419
"HADHB",525.28971028971,28272.9866595763
"CHD3",526.017982017982,7735.45070918422
"CNOT8",528.203796203796,10478.51341663
"PLXND1",529.939060939061,19484.0872245676
"ERVFRD-1",530.069264069264,10731.6227825029
"PLXNB3",530.115218115218,31296.1499448808
"TRAF3",531.381618381618,19817.9529198317
"MARK4",531.395604395604,11941.8527721446
"KCNJ8",532.341991341991,16376.8913307434
"PDE3A",532.826173826174,27498.5007537433
"MPP1",533.733266733267,67222.3848589785
"CEP164",534.483849483849,16285.3717410726
"ABCG5",535.47619047619,14937.1309285873
"NCAM1",535.614718614719,72849.4894168678
"DUSP22",535.813852813853,27129.9596747911
"GIT2",536.621045621046,4168.67313454922
"MELK",537.719946719947,31046.242330177
"NUF2",538.138528138528,22564.1693445351
"EIF4E",538.905427905428,1152.98439091444
"CSNK1E",540.745254745255,10645.1719253431
"KRT36",540.777888777889,21196.8996841489
"GFRA1",540.870795870796,2680.76677841368
"CDC5L",541.052281052281,25017.0262464606
"PPP1CA",541.372294372294,60837.9839356735
"POLA1",541.620046620047,8533.62074390189
"TUBG2",544.363636363636,1626.53727817818
"ADGRB1",545.461871461872,34470.5031260101
"PJVK",545.480186480186,92079.3036545955
"PTPN13",546.001332001332,27946.35842594
"NRXN3",546.749583749584,1043.42094836099
"RCC1",546.843822843823,13367.6614766535
"DPYSL5",547.072927072927,2451.30014289508
"CNOT10",547.192474192474,9388.42996333003
"BUB3",547.973026973027,64988.8723568237
"SLC7A8",548.141192141192,26170.974062136
"MZT2A",548.625707625708,21889.2402716094
"KRT86",549.859806859807,21732.6382340733
"AP3B1",551.477522477522,6997.15763916297
"KRT27",552.067932067932,22303.5023790334
"TNPO1",553.094905094905,5681.12856497267
"KRT71",553.187146187146,21902.1082024793
"KRT4",553.365634365634,21693.6504108816
"DNHD1",554.02997002997,53127.5573959685
"TREM2",554.149184149184,6408.49872268527
"BDNF",555.283716283716,5519.55572076158
"DNAH1",556.0666000666,52923.6204796758
"BPTF",557.392607392607,19372.5530032925
"FZD8",558.379287379287,34884.0756134827
"SLC32A1",558.967698967699,3432.4676438374
"GADD45A",559.140859140859,3384.0590994615
"DNAH12",561.500832500833,51359.6817947764
"LRP5",563.077256077256,54497.7781734144
"S100A1",563.95004995005,26729.5331470661
"FZD4",564.408258408258,2519.15905236225
"SLX1A",565.249084249084,21309.9099550239
"BOD1",565.715950715951,1294.13281344461
"KRT37",569.838161838162,28808.8512147413
"CDC25B",570.010323010323,10498.3986275772
"LINGO1",570.468198468198,4792.15380178338
"GAD1",571.52047952048,2009.7533279512
"DNAI3",572.411588411588,39630.350192113
"GFRA2",573.511488511489,2910.31457483223
"KRT76",573.621711621712,21235.9714405071
"CNOT11",575.025308025308,7393.4830368388
"ODAD1",575.207792207792,43075.7342896943
"RPLP1",576.145188145188,14928.49989939
"SNAPIN",577.550116550117,15182.9624275347
"FBXO7",578.064935064935,6949.47246424462
"B2M",579.348318348318,76655.7913587634
"DNAH7",579.395937395937,45878.2059395191
"IGF2R",579.701964701965,8448.59035922993
"MFAP2",579.971028971029,1092.97417705546
"SLC7A9",580.503496503497,26262.5198911681
"PPFIA4",581.455211455211,21844.5911811928
"SKA2",582.114885114885,1307.77660380925
"HDLBP",583.702963702964,15947.8191351176
"GAD2",583.723276723277,2008.08029412293
"MZT2B",584.765234765235,17334.3535944402
"PLN",585.001332001332,27368.5389722425
"FBXW11",585.361305361305,14336.4333723128
"KRT12",586.724608724609,21663.4254668272
"MLF1",587.533466533466,14346.4448323163
"GADD45G",588.146853146853,42081.0840232386
"ZNRF3",588.393606393606,47499.0975207338
"AGT",591.094572094572,19469.1309598685
"BAIAP2L1",591.179487179487,15327.8042159928
"NRXN1",591.686646686647,13290.3038422825
"MAP2K7",591.687978687979,23533.8096722287
"TPM2",591.932067932068,36414.5916528508
"ATP4B",592.334998334998,19898.7564928964
"POLR2G",593.057276057276,42180.6722679941
"FZD6",593.414585414585,20337.5852235706
"DNAI4",594.483183483183,31051.9480015876
"SLC9A3",594.499167499167,35453.3306955092
"TPX2",595.21312021312,15324.1071296015
"CASP6",595.368298368298,12011.3113464373
"S100B",597.909756909757,31157.1927195611
"CNOT7",597.974358974359,14157.9157313927
"FCGR3A",599.789210789211,9845.21038322104
"VPS54",601.485514485514,27196.6735908994
"KRT34",601.819180819181,28839.5992055912
"RPA4",602.762570762571,42828.0938417567
"EIF4E2",602.882783882784,5691.77639571177
"STAB2",603.288711288711,23105.3153522028
"RAE1",603.297702297702,6655.8673731332
"TGFB2",603.694971694972,14945.4645549875
"ABCC2",605.715617715618,18889.8398192968
"CENPT",606.000666000666,10251.7728176775
"LGR6",606.988677988678,37869.3609643743
"TPT1",608.696636696637,14477.9482465125
"MRC1",608.888111888112,11221.3372437023
"CXCL10",612.416916416916,5228.83345124784
"CRY1",612.511488511489,9465.42916510538
"KRT74",613.018315018315,21944.3750808374
"PMF1",614.180486180486,9327.02204413397
"ARID1A",616.336663336663,40863.5045414279
"PIK3CG",616.974358974359,12323.7824868891
"BAG3",617.138528138528,15955.3325690521
"TAX1BP3",618.407592407592,39674.2315479324
"KRT6C",619.597735597736,20305.74086096
"NRXN2",621.178821178821,2036.52464124816
"KRT33A",621.282717282717,23958.3247744927
"KRT5",622.304029304029,28975.9345174035
"KRT83",622.525807525808,20273.5318953753
"VCAN",623.123876123876,7073.25180482409
"CNOT6",623.494505494505,9890.05551610282
"FBXO5",624.191475191475,18680.8437380962
"NDRG1",624.488844488845,36851.5191126883
"KRT25",625.05661005661,24062.2912645871
"MAD1L1",626.483183483183,12055.5795805349
"SPDL1",628.021312021312,1530.40927249522
"GDNF",630.017649017649,10346.2618469694
"TRIM23",630.131535131535,22178.3447846846
"TOB1",630.660672660673,6170.81653079321
"DNAH9",632.932067932068,24460.7262297995
"POTEC",633.42624042624,37289.270623669
"RND1",633.500166500167,52887.9596102321
"DTL",634.156177156177,23580.1678057674
"GRWD1",634.369963369963,2603.70951722051
"PRCP",634.882783882784,26683.3340239596
"INTU",635.082584082584,39614.2476745994
