"gene","avg_rank","rank_variance"
"PHB1",635.211455211455,53815.2873837244
"WASHC3",635.802530802531,15815.854730435
"MCMDC2",636.131202131202,4067.01475894747
"SLC7A10",636.807525807526,17790.9702697924
"CNOT9",637.210456210456,15872.4340411975
"GMNN",637.246087246087,9309.91910110764
"DNAI1",638.037962037962,34072.8566530072
"MMP13",638.638361638362,30929.4101468152
"SPC25",640.281718281718,4963.20308672008
"RRM1",640.571428571429,5607.84258113638
"SOD1",643.538128538128,42282.1433658502
"NUSAP1",643.763902763903,5670.65010228501
"ATP4A",643.845487845488,28297.7202885944
"IPO7",644.108558108558,43236.0761525838
"EIF3B",644.119547119547,16590.774178076
"HGF",644.955710955711,68990.1622616779
"ERVW-1",645.009657009657,11530.7064356918
"KRT2",645.617715617716,39347.7218979111
"STON2",646.733266733267,24092.0250988186
"KRT40",646.872460872461,34786.5356937089
"SLIT3",647.20646020646,33857.849431936
"FCGR3B",647.581751581752,1547.39862757718
"MKI67",649.072261072261,50034.5773881903
"NME8",650.03996003996,54076.8458377066
"SPC24",651.270063270063,15040.5576211486
"KRT32",652.808524808525,31101.1168893287
"KRT73",653.179487179487,21524.5563812159
"SV2A",653.669663669664,43622.0294158429
"CD5",655.222444222444,19346.3195893602
"SYN2",655.286713286713,6780.91943366427
"POSTN",657.172827172827,9815.96512414967
"SLC26A3",657.187812187812,28355.7788387495
"SMC1A",658.820845820846,33261.6334493843
"SYT9",662.230103230103,11935.6548962918
"PEX5",662.416916416916,15999.5343173371
"NSL1",662.644688644689,1412.08723610389
"FXR1",662.791874791875,19415.5659299617
"BRD9",663.430569430569,6405.96211649776
"SLC7A6",663.812187812188,12407.0813037728
"HYAL2",664.753912753913,11762.2495474767
"TRIM36",664.839160839161,12417.2482727133
"RTKN",664.871461871462,3217.46848243917
"NRTN",665.701964701965,15745.2865617616
"MCMBP",665.974358974359,1247.88242026683
"TTK",667.356643356643,30580.927726504
"SEPTIN7",668.288045288045,7813.68415750361
"FAM83D",668.529137529138,44120.2052633132
"LGR5",669.428904428904,13912.1690776468
"DSN1",670.441891441891,16167.7976715712
"EXOC1",670.788544788545,15437.9123004466
"MEP1A",670.953046953047,16395.5864022719
"FSCN1",672.106893106893,39591.4012949076
"AMPH",672.772893772894,28771.6452743348
"SLC19A3",673.719946719947,39401.9451949339
"MAP2K3",675.718614718615,7216.27755810701
"KRT82",676.353646353646,23304.1180638149
"CEP89",676.814851814852,32492.8164748864
"KRT35",678.044289044289,39479.965726035
"AKAP7",678.526473526474,29208.3673035825
"PPP2R2C",678.846486846487,1845.2798902186
"CDC20B",678.874458874459,13762.2297371738
"KITLG",678.923076923077,12495.5127350997
"DKK1",679.618048618049,8505.19084002828
"PRKAR2A",679.831834831835,4012.97071172221
"KRT16",679.979020979021,44579.9079541378
"LGALS9C",682.963036963037,3945.761124951
"NUP133",683.428904428904,6071.51884446888
"TBX5",683.431568431568,25168.9502622627
"CCDC40",684.909423909424,30625.7472895747
"GTPBP4",685.729270729271,3104.13354333874
"CD19",688.928737928738,2506.38599264382
"SLC7A7",689.417249417249,8237.34982894077
"KRT39",690.38295038295,35707.3696226048
"EZH1",691.289044289044,35712.1982376939
"SET",691.340992340992,28011.4459772961
"ADORA2A",692.395271395271,28992.5922094783
"MYH2",692.526806526807,37558.8456336025
"MZT1",694.079254079254,38342.9084402162
"ZBTB33",694.142191142191,22074.7402679488
"KRT75",694.539127539128,28549.121969525
"SYT5",694.615384615385,26125.966278891
"ERC2",695.062604062604,9375.34051646776
"ZMYND11",695.076923076923,36323.8571721417
"SEMA6D",695.548118548119,16043.5109250066
"CKS2",696.881118881119,28719.3972549769
"OBI1",699.434898434898,7735.35976770287
"BRINP1",699.562437562438,9887.49535075185
"PTPRD",700.028305028305,18926.0221832354
"CEP63",701.016983016983,17611.0140352652
"NIN",701.619047619048,11616.0520288062
"BCR",702.428904428904,19555.3216426035
"KAT7",704.925074925075,8515.73555691477
"KRT20",705.606726606727,38384.5504810535
"SKA1",706.327339327339,21936.3668305933
"GRIP1",706.655011655012,11074.4965330029
"KRT38",707.946053946054,59556.7845638705
"MAP3K4",708.344655344655,41817.4231451427
"KRT10",709.132201132201,52977.9088994505
"BOD1L2",710.259074259074,8400.25997342653
"KRT24",710.567432567433,56198.9657211543
"NFYB",710.750915750916,11467.9812408333
"PPP2R2B",711.637362637363,1361.73020916459
"YIPF5",711.933066933067,24592.3502819632
"CNOT3",712.519147519148,32563.2470516381
"ITSN1",712.960705960706,29870.2596146913
"PPP1R9B",713.302364302364,17571.3775660271
"LCN2",714.458208458208,5685.44687047352
"TIMP1",716.716283716284,51576.7022897156
"SLC34A1",717.470196470196,26346.157256024
"AP4B1",717.564102564103,20698.6130613779
"OMG",717.952713952714,3420.10169399776
"GFRA4",720.12321012321,19802.8868794985
"SLC34A3",720.967032967033,25600.8446822997
"LIN7B",721.158841158841,20796.5880189098
"TUBB3",721.364635364635,35042.4069701118
"TRPM7",721.789210789211,43082.1744072051
"ARIH2",721.790875790876,11689.1214756818
"NID1",723.069264069264,18310.0331755741
"TNFRSF19",723.211455211455,15843.4872504799
"SRGN",724.409923409923,14157.0494284751
"SEMA6B",724.429903429903,6120.73417544037
"CAPN3",725.818847818848,27832.955847173
"KRT85",726.534465534466,41560.1343047359
"UNC13A",726.749583749584,1306.18910292461
"MYCN",726.995670995671,22238.5193017065
"MFAP3",727.106227106227,28304.8251544148
"SGF29",727.159507159507,5897.12411594623
"NEMP1",729.500166500167,2917.25274814016
"KRT81",729.697635697636,37145.1936886121
"NID2",730.250416250416,14227.4049590205
"METAP2",730.295371295371,21751.2834795673
"PTPRS",732.312354312354,11807.5193243354
"DARS1",732.934398934399,36032.5803053265
"FEZ1",734.71694971695,7229.80459935357
"CDH3",734.817515817516,19975.1998663118
"KLHL40",735.057942057942,13288.4510053571
"ALOX15",736.114885114885,35679.2076497786
"BCL6",736.847152847153,12567.8796945892
"DNAH11",737.373959373959,9241.88775603699
"CARD11",737.641025641026,10597.053639454
"CNTN2",737.832500832501,22837.3640066352
"CENPH",738.242424242424,5244.86592776533
"MAOA",738.324675324675,52489.5324588802
"CHP1",739.875790875791,3084.25405396291
"IGF2",740.524808524809,6045.1841778031
"PYCR2",741.551448551449,12794.6191876079
"PDZK1IP1",742.165501165501,21058.3806615326
"KIR3DL2",742.364635364635,36224.5595350685
"S100P",743.332667332667,4936.13879591428
"ADA",743.895770895771,38349.507120683
"MUC17",744.511821511821,52937.9821220308
"BLOC1S2",745.2664002664,44782.7591205153
"CDK5RAP3",745.41958041958,9226.59004952409
"CD7",745.508158508159,884.83629251051
"TXNDC12",745.936063936064,9214.18911534834
"MOG",746.544788544789,31246.6598021122
"NUP153",746.636030636031,64267.7379018938
"LGALS3BP",747.020979020979,36397.0132172957
"SV2B",747.174492174492,36681.2893291474
"SEMA6A",747.92673992674,4669.38770245965
"CSNK1A1L",748.924075924076,5959.25206172908
"CFAP70",749.215118215118,20421.7438486452
"ZNF622",750.802863802864,5080.38750678591
"PABPN1L",752.998001998002,12644.9786768861
"SPAG1",755.106893106893,15224.2227472727
"CEP83",756.878454878455,6407.70241040328
"BIRC7",757.118881118881,18913.5937906198
"KRT23",757.621045621046,40423.0195702587
"PTGIR",758.532467532468,47157.6414338493
"ACAA2",758.688644688645,22237.3890349047
"SEMA3F",758.769563769564,855.084123293983
"WDR18",758.890442890443,11670.9017174254
"SNX27",760.857142857143,10201.3883125535
"CDC14A",761.007326007326,9811.31307089535
"SLC22A12",762.359973359973,46208.195159493
"BACH1",762.589077589078,24348.5026388224
"EIPR1",762.928737928738,32097.9309626638
"RAPGEF4",764.305694305694,25447.7306371177
"EMB",765.188478188478,8989.15567000177
"CXCL11",765.821844821845,4441.83000898724
"NOC3L",766.507825507825,7647.46188077967
"EFEMP1",767.090243090243,10346.9848581354
"CCN3",767.395271395271,21746.8953407241
"ITGAM",767.534798534798,2532.30949818558
"CKAP5",767.967698967699,8770.49629140569
"S100A13",768.482517482517,4455.02192943632
"TM4SF1",769.423909423909,12515.3075827126
"DNAH6",769.842157842158,53644.8604872809
"SHBG",770.415251415251,35420.8844708478
"NIFK",771.00666000666,1092.9659782811
"ARL5B",771.570762570763,18309.248405381
"PRELID2",771.813852813853,22234.3853909803
"DNAH14",773.418581418581,52181.582559346
"TM4SF19",773.546453546454,5106.12267479356
"OLFM1",774.778887778888,6273.85982061465
"RWDD2B",775.262404262404,24025.572027129
"SEMA5A",778.82017982018,9920.76712095366
"KRT84",780.238095238095,34461.0189080296
"CNOT2",782.95004995005,29105.3386100908
"PHLDB2",783.133866133866,2607.81085470159
"PGAP2",784.913752913753,53344.0435249849
"VPS50",785.467532467532,24728.6201147287
"ABCG1",785.949383949384,53597.0733865291
"MICAL1",786.768897768898,17947.8672934882
"TMPRSS2",787.060273060273,7911.27851118457
"PLXNC1",787.878454878455,3955.61846636597
"GGT1",788.922077922078,11148.0818674996
"EIF4EBP1",790.088578088578,4615.84225124198
"KRT77",790.102564102564,39782.9428415245
"SEMA3C",790.391941391941,2956.32367920776
"TYROBP",790.454545454545,25649.6997153413
"CELF1",791.877122877123,4681.25704808183
"SYT8",792.585081585082,5524.79647290307
"KRT72",793.097569097569,35601.9548341953
"MECP2",795.370629370629,11604.5864388776
"PROM1",795.935064935065,13219.686321673
"LINGO2",797.333333333333,31098.1376859871
"MFAP5",798.069597069597,4920.10341579362
"MADD",798.467865467866,23477.2930209919
"CCP110",798.486846486847,14058.6769588395
"HDAC11",798.75024975025,31334.8896360136
"CLSTN1",801.192807192807,17378.4275032096
"PSPN",803.40959040959,33904.4737520973
"LGR4",803.503829503829,16192.2040992541
"PDE3B",804.154845154845,50608.6285799477
"LILRB2",804.344988344988,8368.51452101086
"FXYD3",805.828171828172,10778.7306251377
"NPR1",806.503829503829,22279.9669240375
"LAP3",807.402597402597,34419.383830693
"FXYD2",807.527805527806,48351.1034071414
"CXCL2",810.436896436896,3418.29273546795
"KRT7",810.571761571762,37120.9144854701
"RSPO3",810.894771894772,21784.2374243567
"BMPR1B",812.959706959707,7353.99004814861
"LLGL2",812.988677988678,4181.36696037695
"CDC14B",813.334665334665,1450.00088652187
"TMEM98",814.772560772561,17171.8906259186
"EIF2B2",816.264402264402,22677.2558509667
"RTN4",817.98334998335,16699.4107819784
"SLC3A1",818.168831168831,12562.0997343762
"SEMA3B",819.734931734932,880.178216409396
"EPS8L3",823.258408258408,22581.7479930684
"GPC3",823.443889443889,1244.6779798039
"SLC19A2",825.850815850816,40142.7465574621
"SLC17A1",825.938727938728,22205.9675969156
"ALDH1A1",826.222777222777,7253.49499068553
"ADAMTS1",826.25974025974,28630.7892746827
"CD48",826.31635031635,16751.5594494335
"PPP2R3B",827.337329337329,7276.82721032022
"DIS3L",827.953712953713,15594.0901286144
"ERC1",830.002331002331,1785.13623706961
"HIP1R",830.890775890776,8809.58500149639
"KATNA1",831.800865800866,13306.6938433541
"GOPC",834.951714951715,2614.90273106862
"XPNPEP2",834.997335997336,2038.77281102198
"NMD3",835.969363969364,16174.0097206813
"SYT2",836.502164502165,12104.2027767924
"SYT11",837.28971028971,2704.55694605195
"NOL4",838.159507159507,15522.6084597171
"GGT5",839.622377622378,21257.8973271898
"FAM170A",839.737262737263,3181.30036652222
"SLC2A9",840.478521478521,6614.60005484189
"HOXA11",841.744255744256,16725.9985304502
"SSR2",845.370629370629,26167.9148865791
"SNX7",845.427572427572,10187.0489663568
"FXYD6",845.822177822178,5201.78848865991
"DNAAF5",845.919746919747,3503.82600233433
"SEMA4B",846.954378954379,13985.0875249556
"TINCR",849.768231768232,35401.2447332814
"FBF1",849.861804861805,3488.48422685465
"GOLPH3",851.163503163503,2525.76706194095
"CLIC4",851.754245754246,3252.79634689095
"PTBP3",854.363636363636,4743.6905093574
"ARHGEF6",855.204129204129,13387.4096831439
"DOP1B",857.041292041292,21934.56724843
"WNT4",860.174825174825,8388.85516881519
"ATP5MC3",860.899100899101,6899.25730432126
"SYNGR3",861.067266067266,929.837579032116
"RUFY4",862.46386946387,5862.13485337669
"EPS8L1",862.941058941059,2606.35795051052
"ATP1B4",865.300699300699,6889.01381363473
"GART",868.585081585082,14041.2455068804
"NECAB1",868.663336663337,9547.19474795691
"TXLNA",868.79020979021,11874.719464413
"DCP1A",869.333666333666,4172.29569165012
"SCLT1",870.184482184482,2312.9546292038
"CAPSL",873.250416250416,1958.14246734833
"RSPO1",874.354645354645,6865.90183301043
"DRC1",877.165834165834,20790.516793666
"GIGYF2",877.400266400266,3103.39469679776
"GGT6",877.496503496503,12151.0262202821
"MEP1B",879.69030969031,4984.339769491
"CSNK1G2",880.011988011988,6365.0398295908
"PTP4A1",880.598401598402,11529.8026889832
"CLIC6",885.004995004995,3173.32942207692
"PPIL3",885.587412587413,12830.9972698853
"FXYD4",891.997668997669,2435.02964146668
"TALDO1",894.258741258741,15171.2278341246
"CCL14",895.705627705628,4970.50558790532
"BBS7",896.745920745921,13870.4940498098
"MPP2",896.891108891109,13041.1863399758
"GIGYF1",896.922077922078,1319.75941580072
"MAPK6",897.537462537462,4431.24668070104
"EIF4H",898.391941391941,883.289701859322
"SEMA5B",900.41292041292,1781.02064579879
"HSPA14",902.560772560773,9100.42160526571
"KCTD2",902.72693972694,4459.55432730716
"FURIN",902.881784881785,3329.04964478116
"MFAP4",906.268731268731,9894.63961820991
"GGT7",906.564102564103,7774.53577956576
"CLIC2",907.472194472194,1746.58175490954
"CAPS",908.038628038628,3851.32429018905
"PCDHGA11",912.022311022311,3090.68937547019
"CCDC39",912.273726273726,9902.37075183311
"KIAA0319L",913.556110556111,6142.2309444941
"DCT",913.723942723943,4616.93409344375
"CCL3L3",914.779553779554,964.730201399755
"RSPO2",914.831168831169,3324.65136662139
"RCN2",915.622377622378,6071.97127788933
"CLASRP",918.582417582418,841.320570169338
"KATNB1",919.963036963037,1058.77245073381
"SEMA6C",920.72027972028,1163.67922550468
"MPPE1",920.795537795538,1423.16804137457
"FXYD7",925.00999000999,2876.34167231835
"PRRT2",928.175824175824,1813.49339268327
"INAVA",928.329004329004,1365.29678338539
"TIMP2",928.979353979354,867.858334425956
"ZNF576",929.224442224442,3674.31669751523
"STON1",934.786213786214,6765.26540614615
"RSPO4",936.200133200133,2653.11549631803
"AFAP1L1",938.347319347319,1996.61383941397
"SLFN12",942.40626040626,602.791593039428
"MORN4",942.977688977689,726.654731899236
"NUDT5",945.241425241425,565.161214756818
"TMEM65",947.345987345987,490.995176264996
"POTEB2",949.624042624043,548.667736216704
"NOL4L",955.454545454545,419.610441523833
"PJA2",957.483849483849,1755.83210083277
"GADD45GIP1",960.235431235431,583.10611263043
"HOXD13",962.024309024309,509.742580093679
"AKAP10",962.261405261405,1293.5875405962
"PSMD9",962.514152514153,2360.99072235781
"EIF5A2",966.281385281385,389.062368233587
"SLC7A13",968.441891441891,852.940243190077
"PFAS",968.590076590077,516.998129341234
"SIK1",969.157842157842,326.001726454758
"TRAFD1",976.824508824509,206.621757545142
"ZNF672",980.652680652681,95.902979986924
"TBX4",980.65700965701,336.950939356003
"PSG3",981.999666999667,114.383410948368
