"","external_gene_name","logFC"
"187","ST6GALNAC1",3.52834477600587
"188","FRMPD1",5.63741933902847
"189","ASNS",-5.29813945918656
"190","ST6GALNAC2",4.67822115742921
"191","ARHGAP10",-3.46382152150595
"192","TRIP13",3.84827973773235
"193","TRIB2",-2.05815592305861
"194","MYO3B",6.42058780359619
"195","HMMR",5.09810139156788
"196","FCGR2B",2.78322487526555
"197","IRAG1",-2.91698218119122
"198","MCM2",2.38458626458666
"199","LLGL2",2.40033542661131
"200","SDHA",-3.31326968697882
"201","SMARCE1",-4.21244665692407
"202","IGF2BP2",2.40147913004399
"203","ST6GAL1",3.29106205807158
"204","GLI2",-2.05938462124916
"205","CA12",3.79770942939086
"206","TXK",2.72345979505314
"207","SEMA3A",3.10267858664391
"208","GTSE1",4.37943234369817
"209","CELSR1",5.12432193240378
"210","ADD2",3.97866566487399
"211","CACNG4",6.96710652009178
"212","MOCOS",-2.02927773346919
"213","PLD1",-2.68962777530183
"214","WDR62",3.04128880791156
"215","SEC31B",-3.41839798511588
"216","TPD52",4.2697268456772
"217","ACACB",-2.27540020083141
"218","CAMSAP3",4.9824559520183
"219","RAP1GAP",3.71306867272556
"220","STXBP2",2.77228011347978
"221","DGKD",-2.26786524248836
"222","UBE2T",5.34437173206261
"223","PPP1R12B",-3.31499762702468
"224","PAK3",-2.01952900969072
"225","APBB1IP",2.1454255331999
"226","LRCH4",-2.90258890611492
"227","NAALAD2",-3.61562565520596
"228","ITGA8",-3.83012150894132
"229","CST7",2.61393793934948
"230","LAMP3",4.91965099784709
"231","ITM2A",-3.90223227992615
"232","TP73",3.19630484948722
"233","PAFAH1B3",2.3778456790318
"234","MOXD1",2.203165578609
"235","SMARCA2",-2.19849587956672
"236","SESN1",-2.78533756880079
"237","SRCAP",-4.61492537311913
"238","CROCCP3",-2.94786600244151
"239","NDC80",4.04479455310838
"240","COL4A4",-2.84142512333018
"241","TCF7",2.73185709275646
"242","IMPG2",4.30204967472845
"243","ARG2",-2.17007046411816
"244","MEF2C",-2.17452091450999
"245","STK17B",2.54480811047873
"246","LRP2",4.92729720940099
"247","PCDHB4",-2.25633295255766
"248","FYB1",2.50394998337374
"249","PGR",-3.01373825672863
"250","SEMA5B",3.00428102642667
"251","DOP1A",-2.38900031349496
"252","GRHL2",7.17997101441962
"253","COL16A1",-4.29478396373931
"254","MAPRE3",-2.04485384234775
"255","MECOM",3.97791773595876
"256","OVGP1",2.51993436328681
"257","IGSF9",4.74096185075933
"258","ABCB1",-2.46986459648983
"259","WNT11",2.26681006330815
"260","TTC39A",5.07426922894435
"261","ORC1",2.78779920829529
"262","MGST2",2.02618030812798
"263","RAD54L",4.20912354643766
"264","FOLH1",2.14455976959988
"265","SNX10",3.1013206268157
"266","FAT2",4.27809491540149
"267","ALG9",-2.30247775905509
"268","NOX4",2.56539925902104
"269","ACHE",-2.13085391654165
"270","PHACTR3",-3.37759483925634
"271","TFAP2C",5.77442234649117
"272","SULT2B1",4.65108495615332
"273","ASAP3",-2.09885053859038
"274","DNMT3B",2.14833639259475
"275","TPX2",6.26336216627762
"276","KIF9",2.19567882053865
"277","CRLS1",-2.18277528986429
"278","SLC4A11",5.91352158346901
"279","P2RX7",-2.86725523027756
"280","SLC23A2",-2.42125699286858
"281","SLC8B1",-2.23585605220189
"282","OAS1",3.08382669353069
"283","FXYD5",2.3846713823528
"284","HEPH",-2.33222943834324
"285","GMIP",2.02251182336153
"286","BIRC5",5.97578585153644
"287","OTUB2",2.13380009432812
"288","ANKRD24",-2.55772976684025
"289","LTBP4",-2.22085208518099
"290","RGS1",2.07446257598685
"291","LYZ",3.17669925940884
"292","CHRD",-4.17742046828034
"293","KIF4A",5.15308716497246
"294","PITPNM2",-3.17281937452777
"295","NRCAM",2.47074467496978
"296","CMTM6",2.72482694498336
"297","RAPGEF4",-2.64699290595623
"298","SEL1L3",2.90051045455657
"299","NLRP1",-3.56084719090534
"300","PITPNM3",-2.71737749046453
"301","ORC6",3.38530131381882
"302","HAUS4",-2.58949943688815
"303","JPH4",-3.27008387545801
"304","RNF31",-5.82106582608639
"305","TGM1",2.97433907674741
"306","SEMA6A",-2.31660850954308
"307","TYRO3",-3.03735901573892
"308","CAPN3",-4.13285497369602
"309","SNAP23",-2.0231684371774
"310","TEKT2",3.43248265145768
"311","CLSPN",5.40593066651603
"312","CDC45",4.8315244695649
"313","ADA2",2.38375522174761
"314","GABRP",5.21240665462735
"315","CDC6",3.14220577289897
"316","DHPS",-4.81259548434244
"317","PTGS1",5.42379301582154
"318","WHRN",-2.34510985202999
"319","BTAF1",-2.61107456008274
"320","BLNK",2.93843525295161
"321","SORBS1",-2.17890049642202
"322","CRTAC1",5.01196104957498
"323","BAMBI",-3.65279326687939
"324","TREM2",3.81861349722973
"325","FKBP5",-2.717729966673
"326","DSP",4.71694329400883
"327","IL12RB1",2.27611975950993
"328","PCSK5",-2.23281290560765
"329","TSPAN15",3.59109552219793
"330","CIRBP",-3.10483666935611
"331","CBARP",-2.70704138536233
"332","NDUFB7",2.0550406784718
"333","MISP",5.99796074381433
"334","IZUMO4",-4.04170255477885
"335","RASSF7",3.29878614313126
"336","GADD45B",-2.30376935011697
"337","LZTR1",-3.54134630773495
"338","MMP11",3.10421478341364
"339","CECR2",-2.03150773542089
"340","SLC7A4",3.29494151299267
"341","OSM",2.17352600480404
"342","SUSD2",2.50541691111779
"343","LRP5L",-2.13738912690084
"344","POLR2F",4.94200361392489
"345","CCDC134",3.02417315411431
"346","CENPM",4.52613523780301
"347","SEPTIN3",3.75883653233675
"348","SLC5A1",6.57426845509721
"349","TPTEP1",-2.97969039153175
"350","KDELR3",2.99113280833506
"351","SUN2",-2.49605279915867
"352","BIK",6.02995255055182
"353","CBX7",-3.42772335437301
"354","SYNGR1",-3.07660927275253
"355","FAM118A",-2.13538666880267
"356","IL2RB",3.61227739746129
"357","PMM1",-2.08039716273079
"358","GZMB",4.08341402387545
"359","CDKN3",4.40347092252155
"360","PLEK2",3.26015570481384
"361","SAMD15",2.30514213890966
"362","SIX4",2.24025537041204
"363","SRSF5",-2.56166149753441
"364","PAPLN",-2.32926173815121
"365","PABPN1",-3.76070011040773
"366","EFS",-2.41843286537837
"367","PCK2",2.41550400387553
"368","PRORP",-2.37142884029997
"369","PSMA6",-2.58895135936891
"370","REC8",3.24758201928476
"371","TM9SF1",-3.34260093248238
"372","NFATC4",-3.07624454079828
"373","MMP9",5.23794911237273
"374","GINS1",3.78043753425733
"375","NINL",-2.36475959239069
"376","SGK2",-2.02372579700636
"377","MYBL2",6.93957123008219
"378","SALL4",3.87800936267792
"379","DOK5",5.67395735958656
"380","BMP7",7.15781996262168
"381","PRELID3B",2.20156392147327
"382","SLCO4A1",-2.32812508312954
"383","PTK6",2.2180463569966
"384","SPEF1",2.70158414120195
"385","ISM1",3.2565549407197
"386","TRIB3",2.22448007194148
"387","SLC52A3",2.67313343024758
"388","RSPO4",3.7390526084139
"389","TLDC2",-2.28520166907286
"390","E2F1",2.63554687184838
"391","WFDC2",8.42906472137422
"392","PPP1R16B",2.19699027148421
"393","FAM83D",5.05381363922516
"394","SYNDIG1",3.77327424948775
"395","ZNF516",-2.36020075598572
"396","LIPG",2.55557053537207
"397","RBBP8",2.26084205053213
"398","MXRA5",3.13095971623479
"399","NXT2",2.40284286716365
"400","PRPS2",-2.4420981909854
"401","CACNA1F",3.65239160821351
"402","SMARCA1",-2.18920434384509
"403","ASB9",2.35507174484412
"404","ZC3H12B",-2.33366567286901
"405","SLC35A2",2.43384431189958
"406","PCSK1N",4.80432789430121
"407","VGLL1",10.2615788480523
"408","KLHL4",-3.38925024309384
"409","SYTL4",-5.60300944875498
"410","DRP2",-2.26234841515912
"411","NALCN",-2.00726961922315
"412","TNFSF13B",2.66206270844848
"413","CAB39L",-2.33641005978951
"414","KLF5",3.89665376593932
"415","SLC25A15",2.32137692156647
"416","RGCC",2.36674850054825
"417","DGKH",-2.06128097725949
"418","DHRS12",-2.58287295420098
"419","MEDAG",-2.0691819160295
"420","MSLN",7.26728351721647
"421","HSF4",-3.1556671001036
"422","ELMO3",3.01337985994319
"423","TSNAXIP1",-2.02899579431584
"424","PLLP",2.42130695371354
"425","MMP15",4.23639909529183
"426","SMPD3",-2.33990292857465
"427","ESRP2",4.9501242956069
"428","FA2H",4.66520863601933
"429","TAF1C",-2.26728035798549
"430","CRISPLD2",-2.93556811584986
"431","METRN",3.10933236615988
"432","FBXO31",-2.16757846440572
"433","XYLT1",-2.38419809769756
"434","SYT17",3.53928515697283
"435","TMC5",3.93447045790744
"436","AQP9",3.55311128118049
"437","RASL12",-2.43053380140559
"438","IGDCC4",-3.26790555138316
"439","HOMER2",3.17315810568532
"440","ENTREP2",2.37726752085764
"441","RHOV",3.84625474735136
"442","MYEF2",2.10546816822583
"443","RP1",2.620247930321
"444","CA2",3.96058197789058
"445","CPQ",-2.15681023608764
"446","LAPTM4B",3.2149991931944
"447","JPH1",2.55246898225299
"448","ESRP1",8.04237520150761
"449","SPAG1",2.19321268621922
"450","CHRAC1",2.0989997559054
"451","GFUS",2.77164372103083
"452","PYCR3",2.23958540535227
"453","UBXN8",-2.86465905431982
"454","ARHGEF10",-5.86777372768929
"455","MCM4",2.74341946102439
"456","KCNN4",3.8869668019744
"457","MAP4K1",2.85979430620926
"458","TUBB4A",3.28222858885035
"459","SARS2",-2.0426611801553
"460","SNRNP70",-2.40722037432467
"461","KLC3",4.82238664315991
"462","DMPK",-2.43644363189931
"463","IL4I1",7.73168725248728
"464","LILRB1",2.3348166016989
"465","IL27RA",2.95347774352321
"466","ASF1B",5.64341988005312
"467","TNNT1",6.3105230594869
"468","EPHX3",3.25490468322484
"469","CCNE1",5.44691181727684
"470","DYRK1B",2.19555749601732
"471","TJP3",6.72408775707407
"472","APLP1",4.23773470515897
"473","MYH14",6.66541701585642
"474","NKG7",3.34808877278331
"475","RABAC1",-3.02343824738978
"476","CNFN",5.08713661145479
"477","GRIN2D",3.11609098657287
"478","RAB3D",2.74045310237845
"479","FAM83E",5.39923930076817
"480","MAST1",2.40307906100974
"481","COMP",5.87022314097616
"482","MAG",-2.83146787771555
"483","LSR",5.01083549570792
"484","HPN",4.83727077855124
"485","SIPA1L3",2.4248877026149
"486","RUNDC3B",-2.08582176946356
"487","PIK3CG",2.09893436728226
"488","PON3",-2.45809585017057
"489","ITGB8",2.8204203224163
"490","ADAP1",2.62363708877945
"491","MET",2.69556074501316
"492","WNT2",2.28329175384641
"493","LFNG",2.67044514317597
"494","VIPR2",-3.29094661809823
"495","TSPAN12",3.60610157580825
"496","CPED1",-4.19931713847573
"497","ABHD11",3.80782862844034
"498","COBL",2.05158509680401
"499","NOD1",-2.13207606602093
"500","MINDY4",-4.24039367766058
"501","PTCD1",-2.24360737337853
"502","AIMP2",2.48372005917754
"503","TFR2",3.35710724760042
"504","MEST",2.91336461005206
"505","ACTR3C",2.00005003142745
"506","TSPAN13",2.80770311923328
"507","AGR2",5.1334817402941
"508","PSMA2",-6.00158289061725
"509","TRIM14",2.30715621244137
"510","CORO2A",4.6545267898491
"511","C5",-2.18782381187827
"512","OGN",-3.93948624922721
"513","ECM2",-3.88853319991096
"514","ENG",-2.41841095427541
"515","AK1",-4.12896993167858
"516","CA9",4.19825243607877
"517","MPDZ",-2.54900310322885
"518","ZFAND5",-2.27415120341161
"519","PDLIM1",2.02167597611415
"520","GATA3",3.61853222265713
"521","ATRNL1",-4.1084211620161
"522","CUBN",-3.54415396914061
"523","UNC5B",2.18579276677065
"524","CDH23",-3.55835831861894
"525","SPOCK2",3.46994268380784
"526","ACTA2",-2.55325331558791
"527","KAZALD1",3.62298405218214
"528","ARHGAP21",-2.04222637812088
"529","CCDC6",2.12628907140621
"530","UBE2S",2.7697283693837
"531","KRT23",7.80325469491743
"532","RNF43",2.42571355580948
"533","SEPTIN4",-2.34051735716043
"534","CDK5RAP3",-4.79611149525115
"535","HOXB6",5.25641082944906
"536","RASD1",-2.77977686579953
"537","ALDH3A1",3.11927755946429
"538","SYNGR2",2.40866303255961
"539","CCL2",2.2486953066657
"540","CCL8",3.84502947520666
"541","KAT2A",-2.6057501147913
"542","CNTNAP1",-3.13487299098705
"543","EZH1",-2.81789749623015
"544","DLX4",5.07967520865692
"545","LUC7L3",-2.5446362618475
"546","HLF",-5.97701347938032
"547","MAP2K6",2.8660238732603
"548","WSB1",-2.89160949411241
"549","NHERF1",3.09734769825955
"550","MYH3",-2.69314077365734
"551","CDR2L",3.69110977946162
"552","PMP22",-2.10526447365401
"553","NMU",8.37179697033439
"554","MAPK10",-2.63201590642336
"555","WFS1",-2.31972771082405
"556","NEIL3",5.41877151129339
"557","SH3D19",-2.11267357374743
"558","LRP2BP",-2.57657963814416
"559","NCAPG",4.80285893404349
"560","CTSC",2.16286298940825
"561","ZBTB16",-2.33430284228393
"562","UNC93B1",3.39261206459421
"563","ST3GAL4",-2.59414312839726
"564","CCND1",3.54587885026254
"565","FOLR1",9.61044422514797
"566","FOLR3",7.05522977566753
"567","CEP126",-3.10902002356537
"568","KIAA1549L",2.95107925069758
"569","SLC22A18",2.05895132345236
"570","SLC35F2",2.14973117976861
"571","PITPNM1",2.60438637796844
"572","NDUFS8",2.65644022979789
"573","EXPH5",2.6770104618513
"574","PSMD9",-2.4912890615562
"575","CLEC2B",-2.2761527848009
"576","SELPLG",2.63427008886756
"577","CAPRIN2",-2.36899074971209
"578","IL23A",2.26738627852083
"579","LIN7A",-3.37151605726244
"580","KRT18",5.34170569963388
"581","TNS2",-2.6803405423442
"582","SLC6A12",3.16389591709664
"583","TRPV4",3.17743377061385
"584","FOXM1",5.31059059299103
"585","RAD51AP1",4.16872616047709
"586","AKAP3",2.2562477112497
"587","SCNN1A",5.49612470835897
"588","CDK2AP1",3.23091298160326
"589","OAS3",2.98804703676378
"590","OAS2",4.20641944399629
"591","MGP",-2.41974662991993
"592","RASAL1",6.25705429612222
"593","VDR",3.68315359968305
"594","STX2",-2.18106762050686
"595","ADGRD1",-3.9653093118061
"596","TIMELESS",2.41425285470818
"597","GAPDH",2.45468316033497
"598","CHD4",-2.54733461200098
"599","ACRBP",2.02344419897637
"600","GNB3",-3.38456908463519
"601","PTPN6",3.21764526973045
"602","LDHB",-3.7827330119977
"603","FRK",2.27237894935788
"604","GCNT2",2.52509907501976
"605","CEP85L",-2.41047581010949
"606","FAM184A",-2.80883472313763
"607","UST",-2.06152205362678
"608","MDGA1",-2.80377203983815
"609","E2F3",2.64304449527347
"610","VNN1",3.41893259239548
"611","EYA4",3.01243569909468
"612","SOBP",-2.26593432481812
"613","PERP",3.21124891230294
"614","ARFGEF3",3.12177472337523
"615","PHF1",-2.33549067148839
"616","PDE10A",-2.18826622875228
"617","SMOC2",-3.10947649680507
"618","PRPH2",-2.65766878992336
"619","GMDS",2.07275815135948
"620","TTK",5.91525425773233
"621","CCN6",3.56971295266699
"622","TENT5A",-2.24950151818258
"623","CLIC5",5.43574562865294
"624","LY86",3.08894476908629
"625","C7",-5.59347918826703
"626","GHR",-2.06324268765822
"627","KIF20A",5.65731903440043
"628","APBB3",-2.59876372434566
"629","PDE8B",-3.17077889554184
"630","CLK4",-2.08308041327639
"631","PCDHB15",-2.61846502929007
"632","RASGRF2",-3.63363448142837
"633","CDH6",5.54172515240201
"634","LMNB1",3.28859187152137
"635","PRLR",-2.16897344128935
"636","RAD50",-4.97251569345407
"637","ST8SIA4",2.80908647072099
"638","LIFR",-2.0161330694678
"639","WWC1",5.14718842217627
"640","PDGFRB",-2.90084419596336
"641","STC2",3.18764252442973
"642","UNC5A",5.87799890255257
"643","SMC4",2.07439165921365
"644","CLDN16",9.60906597779877
"645","NPHP3",-3.78186969183813
"646","CD86",2.860158832968
"647","RBP1",-2.33363800078307
"648","FGF12",2.0316007739265
"649","ECT2",4.58936618382743
"650","UPK1B",7.31174057689543
"651","CSPG5",4.42914939416904
"652","EFCC1",-2.55863757472166
"653","HEMK1",-2.15735885346337
"654","AADAC",4.47459762519202
"655","ARHGEF26",-2.23180993119238
"656","PLCH1",3.08932471855473
"657","TNNC1",2.85937062369343
"658","NKTR",-2.88242271868945
"659","SLC4A3",-4.27616060425613
"660","ADAM23",-2.01932572129562
"661","RTKN",2.65668753981019
"662","CCL20",5.28308024670815
"663","TFCP2L1",4.22364373145081
"664","DNAJC27",-2.16651590360205
"665","CENPA",6.05972346546089
"666","ITGB6",5.41749059354301
"667","FNDC4",-3.02196824712126
"668","ITGA4",2.10744591421387
"669","GRB14",-2.2167050676565
"670","CLIP4",-2.2433360217766
"671","GALNT3",2.95012856194622
"672","EVA1A",4.75861938484654
"673","EFEMP1",-3.24751785459454
"674","STAT1",2.02461568242654
"675","IGFBP2",2.12658933742686
"676","IGFBP5",-3.855423190562
"677","GNLY",2.55385946822358
"678","SLC9A2",6.52453439650098
"679","FHL2",-2.99489441388139
"680","QPCT",3.38524637549486
"681","SDC1",4.33571704661155
"682","PLCL1",-2.66471507031365
"683","KYNU",2.65783544733473
"684","PLEK",2.20837652660528
"685","VAX2",2.93019732778422
"686","DHCR24",2.69267380355412
"687","ANGPTL1",-4.08571214602368
"688","RPL22",-2.20990659090354
"689","ERRFI1",-2.72796227475524
"690","ELAPOR1",5.97583595666413
"691","DLGAP3",3.77535948831753
"692","LAMTOR2",2.01332260904602
"693","FBXO2",2.70435035672471
"694","LEPR",-2.76554214983388
"695","RGS2",-3.11727142880714
"696","CTH",-3.8863071923228
"697","AGMAT",4.37482665995607
"698","CD2",3.17759407530838
"699","NID1",-3.0812072383887
"700","MYCL",7.72621121404001
"701","AKT3",-3.26246305357171
"702","ST6GALNAC5",2.80870126820925
"703","CD48",3.05447925507316
"704","PADI2",4.62941168282396
"705","SSX2IP",2.62528352834072
"706","SLC2A1",3.44226214507787
"707","CDC20",6.47507392933079
"708","PTCH2",-4.24644756457729
"709","TSPAN1",6.27980040701075
"710","SLC19A2",-2.41937466123843
"711","F3",-4.15248771651249
"712","DARS2",2.26840114857483
"713","HSD11B1",-4.40605654205278
"714","IRF6",3.54021462925315
"715","PLPPR4",2.81865697082849
"716","RCAN3",3.54655244115938
"717","MAN1C1",-2.13691564306489
"718","NEK2",6.92141406406841
"719","RPS6KA1",2.99683580909704
"720","PROX1",-4.60341448020205
"721","CENPF",4.30293483867384
"722","MTARC2",-2.72873423310412
"723","TXNDC12",-2.60474741779393
"724","MUC5B",5.737039441104
"725","COLEC11",-2.3753892180271
"726","APOA1",3.06597195270107
"727","KIF14",4.4714413072312
"728","MREG",3.03478432780275
"729","ATP10B",5.18054024080772
"730","CNR1",-3.46005749176057
"731","SGIP1",-2.11734653087486
"732","PLAGL1",-2.43126166343488
"733","TNFAIP3",-2.2463850076169
"734","MYB",5.71261250488812
"735","SGK1",-2.60307065185409
"736","TCF21",-4.13147518593705
"737","SLC16A7",-2.26492939490916
"738","VAMP8",4.64783379912574
"739","PKD2",-2.42558804661351
"740","ABCG2",-2.4347675038383
"741","SPP1",5.38930749426236
"742","STBD1",-2.53584789899452
"743","PPL",2.01888114767301
"744","ELL2",-2.83406813037325
"745","NDUFB3",2.01394774686082
"746","KLF9",-3.4536330957479
"747","TJP2",-5.68882973832131
"748","PIGZ",2.13675682071514
"749","CTNNAL1",-2.45558569365065
"750","BSPRY",6.42197148029392
"751","NR4A3",-4.64781743770703
"752","GALNT12",4.41035082688587
"753","NEK9",-2.15441658216862
"754","ZC2HC1C",2.30663843389007
"755","CNRIP1",-3.31490665603037
"756","BCL11A",5.68151691486178
"757","EPCAM",7.73842322778857
"758","SLF2",-2.02294659720816
"759","IFIT3",2.37504639815119
"760","IFIT2",2.13523145438083
"761","AVPI1",-2.80064379889333
"762","KCNIP2",-2.84475416849801
"763","HOXB8",7.00804933179327
"764","HOXB5",5.32704108264985
"765","HOXB3",3.0853545191279
"766","DUSP1",-2.01406278907913
"767","CENPL",2.32180855047832
"768","ENOX1",-2.98147558184763
"769","SMAD9",-2.76588201707551
"770","PLS1",4.69358844096635
"771","GLT8D2",-2.10621041789644
"772","MTERF2",-2.33489098918036
"773","SOCS2",-2.8475244743893
"774","DUSP4",2.9708126205966
"775","CLU",2.49197915018335
"776","TNFRSF8",2.04767135403881
"777","LYPLA1",2.49780539254231
"778","NCAPH",5.18854395055169
"779","TSHZ3",-3.75195448589133
"780","ECHDC2",-2.2780072555166
"781","KCNJ8",-2.18854903254939
"782","BCL2L14",5.33745445586596
"783","PDZRN3",-3.02946942999762
"784","KIF18A",4.34175741136661
"785","CRY2",-2.39459557236193
"786","PILRB",-4.77089646721375
"787","POLR3GL",-2.3128054816752
"788","TNFSF10",2.18721613204254
"789","CSMD2",3.58010674341306
"790","CXCR4",3.41529840039644
"791","PAEP",5.54905668663836
"792","LDB3",-3.31205479849061
"793","RWDD3",-3.02125215512346
"794","WIPF3",-4.24156512929403
"795","RECK",-2.2371169144598
"796","CALD1",-2.22225724493055
"797","NUDT10",-3.47711871660323
"798","PLAU",3.72747719245806
"799","CHST3",-2.3123226290825
"800","BICC1",-2.20529331919114
"801","ZWINT",3.87246715236094
"802","CIT",3.10939327748384
"803","BHLHE41",3.75908542099197
"804","NECAB1",-2.29735026174661
"805","GIPC1",2.47201394275828
"806","CENPK",3.36591767890758
"807","MMP19",-2.31421286165571
"808","PFDN5",-7.50730301032893
"809","NR4A1",-4.24658755660577
"810","PDE1B",-2.8505872300088
"811","LRP1",-2.17058468204688
